title,year,author,journal,doi,type,issn,shortname,journal_short,publisher,issue,volume,page,published,subject,abstract,licence,pmid,keyword,pmcid
Grothendieck-Lefschetz and Noether-Lefschetz for bundles,2021.0,"[{'given': 'G.', 'family': 'Ravindra', 'name': 'G. Ravindra'}, {'given': 'Amit', 'family': 'Tripathi', 'name': 'Amit Tripathi'}]",Proceedings of the American Mathematical Society,10.1090/proc/15519,journal-article,"['0002-9939', '1088-6826']",Proc. Amer. Math. Soc.,Proc. Amer. Math. Soc.,American Mathematical Society (AMS),12,149,5025-5034,2021-12-01,"['Applied Mathematics', 'General Mathematics']","We prove a mild strengthening of a theorem of C̆esnavic̆ius which gives a criterion for a vector bundle on a smooth complete intersection of dimension at least 

  
    3
    3
  

 to split into a sum of line bundles. We also prove an analogous statement for bundles on a general complete intersection surface.","publisher-specific, author manuscript",,,
Hodge rank ACM bundles and Franchetta's conjecture,,,,,,,,,,,,,,,,,,,
Codes from Flag varieties and a Theorem of Rodier,,,,,,,,,,,,,,,,,,,
Defects of Codes,,,,,,,,,,,,,,,,,,,
Higher Grassmann Codes,2023.0,"[{'given': 'Mahir Bilen', 'family': 'Can', 'name': 'Mahir Bilen Can'}, {'given': 'Roy', 'family': 'Joshua', 'name': 'Roy Joshua'}, {'given': 'G.V.', 'family': 'Ravindra', 'name': 'G.V. Ravindra'}]",Finite Fields and Their Applications,10.1016/j.ffa.2023.102211,journal-article,['1071-5797'],Finite Fields and Their Applications,Finite Fields and Their Applications,Elsevier BV,,89,102211,2023-08-01,"['Applied Mathematics', 'General Engineering', 'Algebra and Number Theory', 'Theoretical Computer Science']",,cc-by-nc-nd-4.0,,,
Higher Grasmann codes,,,,,,,,,,,,,,,,,,,
On the base case of a conjecture on ACM bundles over hypersurfaces,2022.0,"[{'given': 'G. V.', 'family': 'Ravindra', 'name': 'G. V. Ravindra'}, {'given': 'Amit', 'family': 'Tripathi', 'name': 'Amit Tripathi'}]",Geometriae Dedicata,10.1007/s10711-022-00711-9,journal-article,"['0046-5755', '1572-9168']",Geom Dedicata,Geom Dedicata,Springer Science and Business Media LLC,5,216,,2022-10-01,['Geometry and Topology'],,,,,
Revisting Ferguson,,,,,,,,,,,,,,,,,,,
"What We Found in the Sand(tray): Counselor Development through Social Justice Action in Ferguson, MO",,,,,,,,,,,,,,,,,,,
Intentional Work Group Experiences: A Pedagological Tool for Counselor Educators,,,,,,,,,,,,,,,,,,,
Developmental Classroom Work Groups: A Framework for Counselor Educators,,,,,,,,,,,,,,,,,,,
The Relationship between Self-Efficacy and Academic Achievement: A 5-Year Panel Analysis,2016.0,"[{'given': 'Mae Hyang', 'family': 'Hwang', 'name': 'Mae Hyang Hwang'}, {'given': 'Hee Cheol', 'family': 'Choi', 'name': 'Hee Cheol Choi'}, {'given': 'Anna', 'family': 'Lee', 'name': 'Anna Lee'}, {'given': 'Jennifer D.', 'family': 'Culver', 'name': 'Jennifer D. Culver'}, {'given': 'Brian', 'family': 'Hutchison', 'name': 'Brian Hutchison'}]",The Asia-Pacific Education Researcher,10.1007/s40299-015-0236-3,journal-article,"['0119-5646', '2243-7908']",Asia-Pacific Edu Res,Asia-Pacific Edu Res,Springer Science and Business Media LLC,1,25,89-98,2016-02-01,['Education'],,,,,
The development and initial validation of the assessment of human agency: utilizing Albert Bandura's human agency theory,,,,,,,,,,,,,,,,,,,
Advocating Workers-within-Environments: A Critical Perspective for Addressing Career Concerns,,,,,,,,,,,,,,,,,,,
Revisting Ferguson,,,,,,,,,,,,,,,,,,,
A Relational Cultural Theoretical Approach to Multicultural Counselor Supervision,,,,,,,,,,,,,,,,,,,
Developments in Accounting Regulation: A Synthesis and Annotated Bibliography of Evidence and Commentary in the 2014 Academic Literature,2016.0,"[{'given': 'Thomas', 'family': 'Kozloski', 'name': 'Thomas Kozloski'}, {'given': 'Michele', 'family': 'Meckfessel', 'name': 'Michele Meckfessel'}, {'given': 'Stephen R.', 'family': 'Moehrle', 'name': 'Stephen R. Moehrle'}, {'given': 'Thomas', 'family': 'Williams', 'name': 'Thomas Williams'}]",Research in Accounting Regulation,10.1016/j.racreg.2016.03.003,journal-article,['1052-0457'],Research in Accounting Regulation,Research in Accounting Regulation,Elsevier BV,1,28,22-41,2016-04-01,"['Sociology and Political Science', 'Finance', 'Accounting']",,,,,
Developments in Accounting Regulation: A Synthesis and Annotated Bibliography of Evidence and Commentary in the Academic Literature (2010).,,,,,,,,,,,,,,,,,,,
The Effect of Nighttime Trading of Futures Markets on Information Flows: Evidence from China,2016.0,"[{'given': 'Hung-Gay', 'family': 'Fung', 'name': 'Hung-Gay Fung'}, {'given': 'Liuqing', 'family': 'Mai', 'name': 'Liuqing Mai'}, {'given': 'Lin', 'family': 'Zhao', 'name': 'Lin Zhao'}]",China Finance and Economic Review,10.1186/s40589-016-0032-0,journal-article,['2196-5633'],China Financ. and Econ. Rev.,China Financ. and Econ. Rev.,Springer Science and Business Media LLC,1,4,,2016-12-01,"['General Economics, Econometrics and Finance']",,cc-by-4.0,,,
Optimizing the Capital Rationing Decision with Uncertain Returns,2014.0,"[{'given': 'Liuqing', 'family': 'Mai', 'name': 'Liuqing Mai'}, {'given': 'Haitao', 'family': 'Li', 'name': 'Haitao Li'}]",SSRN Electronic Journal,10.2139/ssrn.2519266,journal-article,['1556-5068'],SSRN Journal,SSRN Journal,Elsevier BV,,,,2014-01-01,,,,,,
The Effect of Nighttime Trading of Futures Markets on Information Flows: Evidence from China,2016.0,"[{'given': 'Hung-Gay', 'family': 'Fung', 'name': 'Hung-Gay Fung'}, {'given': 'Liuqing', 'family': 'Mai', 'name': 'Liuqing Mai'}, {'given': 'Lin', 'family': 'Zhao', 'name': 'Lin Zhao'}]",China Finance and Economic Review,10.1186/s40589-016-0032-0,journal-article,['2196-5633'],China Financ. and Econ. Rev.,China Financ. and Econ. Rev.,Springer Science and Business Media LLC,1,4,,2016-12-01,"['General Economics, Econometrics and Finance']",,cc-by-4.0,,,
Optimizing the Credit Term Decisions in Supply Chain Finance,2019.0,"[{'given': 'Haitao', 'family': 'Li', 'name': 'Haitao Li'}, {'given': 'Liuqing', 'family': 'Mai', 'name': 'Liuqing Mai'}, {'given': 'Wenlong', 'family': 'Zhang', 'name': 'Wenlong Zhang'}, {'given': 'Xiangyu', 'family': 'Tian', 'name': 'Xiangyu Tian'}]",Journal of Purchasing and Supply Management,10.1016/j.pursup.2018.07.006,journal-article,['1478-4092'],Journal of Purchasing and Supply Management,Journal of Purchasing and Supply Management,Elsevier BV,2,25,146-156,2019-03-01,"['Marketing', 'Strategy and Management']",,,,,
,,,,,,,,,,,,,,,,,,,
"""Credit Usage, Payment Behavior and Credit Files of U.S. Consumers:  Keeping Records Straight at the Major Credit Bureaus""",,,,,,,,,,,,,,,,,,,
"""Assessing Residential Customer Satisfaction for Large Electric Utilities""",,,,,,,,,,,,,,,,,,,
"Credit Usage, Payment Behavior and the Accuracy of Consumer Credit Files",,,,,,,,,,,,,,,,,,,
In vivo characterization of the Drosophila mRNA 3 ' end processing core cleavage complex,2015.0,"[{'given': 'Daniel', 'family': 'Michalski', 'name': 'Daniel Michalski'}, {'given': 'Mindy', 'family': 'Steiniger', 'name': 'Mindy Steiniger'}]","RNA (New York, N.Y.)",10.1261/rna.049551.115,journal-article,1355-8382,RNA,RNA,Cold Spring Harbor Laboratory,8,21,1404-1418,2015-08-01,['Molecular Biology'],"A core cleavage complex (CCC) consisting of CPSF73, CPSF100, and Symplekin is required for cotranscriptional 3' end processing of all metazoan pre-mRNAs, yet little is known about the in vivo molecular interactions within this complex. The CCC is a component of two distinct complexes, the cleavage/polyadenylation complex and the complex that processes nonpolyadenylated histone pre-mRNAs. RNAi-depletion of CCC factors in Drosophila culture cells causes reduction of CCC processing activity on histone mRNAs, resulting in read through transcription. In contrast, RNAi-depletion of factors only required for histone mRNA processing allows use of downstream cryptic polyadenylation signals to produce polyadenylated histone mRNAs. We used Dmel-2 tissue culture cells stably expressing tagged CCC components to determine that amino acids 272-1080 of Symplekin and the C-terminal approximately 200 amino acids of both CPSF73 and CPSF100 are required for efficient CCC formation in vivo. Additional experiments reveal that the C-terminal 241 amino acids of CPSF100 are sufficient for histone mRNA processing indicating that the first 524 amino acids of CPSF100 are dispensable for both CCC formation and histone mRNA 3' end processing. CCCs containing deletions of Symplekin lacking the first 271 amino acids resulted in dramatic increased use of downstream polyadenylation sites for histone mRNA 3' end processing similar to RNAi-depletion of histone-specific 3' end processing factors FLASH, SLBP, and U7 snRNA. We propose a model in which CCC formation is mediated by CPSF73, CPSF100, and Symplekin C-termini, and the N-terminal region of Symplekin facilitates cotranscriptional 3' end processing of histone mRNAs.",cc-by-nc,26081560.0,"['Drosophila', 'Cpsf100', 'Symplekin', 'Mrna 3′ End Processing', 'Cotranscriptional', 'Cpsf73', 'Animals', 'Drosophila melanogaster', 'mRNA Cleavage and Polyadenylation Factors', 'Cleavage And Polyadenylation Specificity Factor', 'Drosophila Proteins', 'Histones', 'RNA, Messenger', 'Tissue Culture Techniques', 'Polyadenylation', 'Mutation', 'CPSF100 protein, Drosophila', 'CPSF73 protein, Drosophila', 'Sym protein, Drosophila']",PMC4509931
In vivo characterization of the Drosophila mRNA 3 end processing core cleavage complex (CCC),,,,,,,,,,,,,,,,,,,
Antisense transcription of retro transposable elements in Drosophila: The origin of endogenous small interfering RNA precursors,,,,,,,,,,,,,,,,,,,
"Review of ""Difficult Dialogues About Twenty-first century Girls"" by Donna Marie Johnson and Alice E. Ginsburg",,,,,,,,,,,,,,,,,,,
Bad Mouths: Taboo and transgressive language.,2022.0,"[{'given': 'Laura', 'family': 'Miller', 'name': 'Laura Miller'}]",Annual Review of Anthropology,10.1146/annurev-anthro-041420-112543,journal-article,"['0084-6570', '1545-4290']",Annu. Rev. Anthropol.,Annu. Rev. Anthropol.,Annual Reviews,1,51,17-30,2022-10-24,"['Arts and Humanities (miscellaneous)', 'Anthropology', 'Cultural Studies']"," The academic literature on taboo language is flourishing not only in fields such as linguistic anthropology or sociolinguistics, but also in disciplines that usually target language itself as the object of study. Although there is more than a century of scholarly writing on taboo language, new and neglected areas and directions continue to provide valuable insights on a universal linguistic behavior. This review tracks four sometimes overlapping clusters: naming and linguistic avoidance behaviors, taboo language and transgression, taboo language in language contact situations, and taboo language in educational settings and other contexts. The discussion in this review includes examples of how taboo language is inextricably meshed with the relationships found among kinship circles, subcultural group members, generational cohorts, and other social groupings. New areas of research that are proving to be attractive to scholars include taboo language in global media translation, subtitling or scalation, language contact situations, and the teaching of taboo terms in second language instruction. ",,,,
"""Girl culture in East Asia.""",,,,,,,,,,,,,,,,,,,
Book Reivew:  Youth Cultures in China,,,,,,,,,,,,,,,,,,,
"""History of the SEAA: Recalling SEAA Beginnings.""",,,,,,,,,,,,,,,,,,,
"Review of Youth Cultures in China, by Jeroen de Kloet and Anthony Y. H. Fung.",,,,,,,,,,,,,,,,,,,
"Review of Hapa Japan, Volumes 1 & 2, edited by Duncan Ryūken Williams",,,,,,,,,,,,,,,,,,,
Book Reivew:   Hapa Japan,,,,,,,,,,,,,,,,,,,
"""Japanese tarot cards.""",,,,,,,,,,,,,,,,,,,
Book Review of Rethinking Japanese Feminisms,,,,,,,,,,,,,,,,,,,
"Review of Healing Labor: Japanese Sex Work in the Gendered Economy by Gabriele Koch, Stanford 2020.",,,,,,,,,,,,,,,,,,,
Brocade Obi to Amulet Pouches: Adaptations in Kyoto's Textile Industry,,,,,,,,,,,,,,,,,,,
Bad mouths: Taboo and transgressive language,2022.0,"[{'given': 'Laura', 'family': 'Miller', 'name': 'Laura Miller'}]",Annual Review of Anthropology,10.1146/annurev-anthro-041420-112543,journal-article,"['0084-6570', '1545-4290']",Annu. Rev. Anthropol.,Annu. Rev. Anthropol.,Annual Reviews,1,51,17-30,2022-10-24,"['Arts and Humanities (miscellaneous)', 'Anthropology', 'Cultural Studies']"," The academic literature on taboo language is flourishing not only in fields such as linguistic anthropology or sociolinguistics, but also in disciplines that usually target language itself as the object of study. Although there is more than a century of scholarly writing on taboo language, new and neglected areas and directions continue to provide valuable insights on a universal linguistic behavior. This review tracks four sometimes overlapping clusters: naming and linguistic avoidance behaviors, taboo language and transgression, taboo language in language contact situations, and taboo language in educational settings and other contexts. The discussion in this review includes examples of how taboo language is inextricably meshed with the relationships found among kinship circles, subcultural group members, generational cohorts, and other social groupings. New areas of research that are proving to be attractive to scholars include taboo language in global media translation, subtitling or scalation, language contact situations, and the teaching of taboo terms in second language instruction. ",,,,
"Review of What The Signs Say: Language, Gentrification, And Place-Making In Brooklyn, by Shonna Trinch and Edward Snajdr (Vanderbilt, 2020.)",,,,,,,,,,,,,,,,,,,
". Review essay on How to Reach Japan by Subway: America's Fascination with Japanese Culture, 1945-1965, by Mettler, and Consuming Japan: Popular Culture and the Globalizing of 1980s America by McKevitt.",,,,,,,,,,,,,,,,,,,
"""Fostering Japan sexuality studies through love and labour""",,,,,,,,,,,,,,,,,,,
"Review of Age of Shōjo: The Emergence, Evolution, and Power of Japanese Girls' Magazine Fiction, by Hirom Tsuchiya Dollase, SUNY Press.",,,,,,,,,,,,,,,,,,,
English Names for Japanese Products,,,,,,,,,,,,,,,,,,,
America's Fascination with Japanese Aesthetics,,,,,,,,,,,,,,,,,,,
Hungry for history in Japan: Translating and appropriating ancient cheese,,,,,,,,,,,,,,,,,,,
Demon Vice-Commander Hijikata,,,,,,,,,,,,,,,,,,,
<span style,2017.0,"[{'given': 'Serdal', 'family': 'Okur', 'name': 'Serdal Okur'}, {'given': 'Mohsen', 'family': 'Nami', 'name': 'Mohsen Nami'}, {'given': 'Ashwin K', 'family': 'Rishinaramangalam', 'name': 'Ashwin K Rishinaramangalam'}, {'given': 'Sang H', 'family': 'Oh', 'name': 'Sang H Oh'}, {'given': 'Steve P', 'family': 'DenBaars', 'name': 'Steve P DenBaars'}, {'given': 'Sheng', 'family': 'Liu', 'name': 'Sheng Liu'}, {'given': 'Igal', 'family': 'Brener', 'name': 'Igal Brener'}, {'given': 'Daniel F', 'family': 'Feezell', 'name': 'Daniel F Feezell'}]",Optics express,10.1364/oe.25.002178,journal-article,1094-4087,Opt Express,Opt Express,The Optical Society,3,25,2178-2186,2017-02-01,"['Atomic and Molecular Physics, and Optics']","The internal quantum efficiencies (IQE) and carrier lifetimes of semipolar (202¯1¯) InGaN/GaN LEDs with different active regions are measured using temperature-dependent, carrier-density-dependent, and time-resolved photoluminescence. Three active regions are investigated: one 12-nm-thick single quantum well (SQW), two 6-nm-thick QWs, and three 4-nm-thick QWs. The IQE is highest for the 12-nm-thick SQW and decreases as the well width decreases. The radiative lifetimes are similar for all structures, while the nonradiative lifetimes decrease as the well width decreases. The superior IQE and longer nonradiative lifetime of the SQW structure suggests using thick SQW active regions for high brightness semipolar (202¯1¯) LEDs.",cc-by,29519065.0,,
"Review of Cultural Heritage and Tourism in Japan, by Takamitsu Jimura,      <span style",,,,,,,,,,,,,,,,,,,
Deracialisation or Body Fashion,,,,,,,,,,,,,,,,,,,
"Review of Healing Labor: Japanese Sex Work in the Gendered Economy by Gabriele Koch, Stanford University Press, 2020.",,,,,,,,,,,,,,,,,,,
Review of Japan's Far More Female Future,,,,,,,,,,,,,,,,,,,
"""From beautiful to cute: Shifting meanings in Japanese language and culture.""",,,,,,,,,,,,,,,,,,,
From beautiful to cute: Shifting meanings in Japanese language and culture.,2021.0,"[{'given': 'Laura', 'family': 'Miller', 'name': 'Laura Miller'}, {'given': 'Carolyn S.', 'family': 'Stevens', 'name': 'Carolyn S. Stevens'}]",International Journal of Language and Culture,10.1075/ijolc.00035.mil,journal-article,"['2214-3157', '2214-3165']",IJoLC,IJoLC,John Benjamins Publishing Company,1,8,62-83,2021-06-07,['Multidisciplinary'],"Abstract
                Japanese visual aesthetics as represented in traditional arts such as flower arranging, calligraphy and tea
                    ceremony have long been celebrated or even emulated as exemplary expressions of beauty. The Japanese term
                        utsukushii (beautiful) can be used to describe a wide variety of pleasing aspects of daily life, ranging from
                    the human form to nature and even the gustatory experience. This article outlines traditional notions of beauty in the Japanese
                    language, sketching forward to more contemporary expressions of visual culture that cluster around the term
                        kawaii. This word is often translated as “cute” in English, but we maintain that kawaii
                    extends well beyond its denotative sense to encompass a more complex spectrum of meanings. For example, it can be used to describe
                    objects and practices which have both sentimental charm as well as dark humour. We argue that the kawaii
                    aesthetic has been successful because it serves important emotional and social functions. Finally, the differences between the
                    terms utsukushii and kawaii are gendered and class based, with kawaii often
                    providing a democratic expression of resistance to gendered processes of aging, ideas of class and taste, and attractiveness in
                    Japan’s postmodern society. This essay begins with an overview of the semantic meanings of the concepts of beauty and cuteness in
                    Japanese, followed by a discussion focused on the historical antecedents of the Japanese notion of cuteness. The third section
                    shifts to an analysis of the expansion of the kawaii concept in post-war society and its socio-cultural
                    functions. The essay closes with exploration of a few of the hybrid offshoots derived from kawaii, demonstrating
                    that concepts of beauty in Japan are constantly changing and reacting to social and historical trends.",,,,
